Survived,Pclass,Sex,Age,Embarked,Title,Deck,FamilySize,IsAlone,FarePerPerson
0,3,male,16.0,S,Mr,U,1,1,8.05
0,3,male,19.0,S,Mr,U,1,1,14.5
1,2,female,34.0,S,Miss,U,1,1,13.0
1,1,female,39.0,S,Mrs,E,2,0,27.95
0,3,female,31.0,C,Mrs,U,2,0,7.22915
1,3,male,32.0,S,Mr,U,1,1,7.925
1,2,female,25.0,S,Miss,U,3,0,10.0
1,1,female,39.0,C,Mrs,C,3,0,36.9611
0,2,male,54.0,S,Mr,U,1,1,26.0
0,1,male,36.0,C,Mr,A,1,1,40.125
0,3,male,26.0,C,Mr,U,1,1,8.7125
1,1,female,18.0,S,Miss,E,3,0,26.55
0,2,male,47.0,S,Mr,U,1,1,15.0
1,1,male,60.0,C,Mr,B,3,0,26.400000000000002
0,3,male,35.0,S,Mr,U,1,1,7.125
1,1,female,52.0,C,Mrs,D,2,0,39.13335
0,3,male,47.0,S,Mr,U,1,1,7.25
0,3,female,18.0,Q,Miss,U,3,0,2.5833333333333335
0,2,male,37.0,S,Mr,U,2,0,13.0
0,3,male,36.0,S,Mr,U,3,0,8.049999999999999
1,2,female,24.0,S,Miss,U,1,1,33.0
0,3,male,49.0,S,Mr,U,1,1,8.6625
1,1,male,49.0,C,Rare,A,2,0,28.4646
1,2,female,24.0,S,Mrs,U,4,0,6.75
0,1,male,40.0,S,Mr,U,1,1,42.4
0,3,male,44.0,S,Mr,U,1,1,8.05
1,1,male,35.0,C,Mr,U,1,1,26.55
0,3,male,36.0,S,Mr,U,2,0,7.775
0,3,male,30.0,S,Mr,U,1,1,7.8958
1,1,male,27.0,S,Mr,U,1,1,30.5
1,2,female,22.0,C,Mrs,U,4,0,10.3948
1,1,female,40.0,S,Miss,C,1,1,153.4625
0,3,female,39.0,S,Mrs,U,7,0,4.4678571428571425
0,3,male,26.0,S,Mr,U,1,1,7.05
1,2,female,24.0,S,Miss,U,4,0,16.25
0,3,male,34.0,S,Mr,U,3,0,4.8
0,3,female,26.0,S,Mrs,U,2,0,8.05
1,2,female,4.0,S,Miss,F,4,0,9.75
0,2,male,26.0,S,Mr,U,1,1,10.5
0,3,male,27.0,C,Mr,U,2,0,7.2271
1,1,male,42.0,S,Mr,D,2,0,26.2771
1,3,male,20.0,C,Mr,U,3,0,5.247233333333333
0,3,male,21.0,S,Mr,U,1,1,7.8542
0,3,male,21.0,S,Mr,U,1,1,16.1
0,1,male,61.0,S,Mr,D,1,1,32.3208
0,2,male,57.0,Q,Rare,U,1,1,12.35
1,1,female,21.0,S,Miss,D,1,1,77.9583
0,3,male,26.0,Q,Mr,U,1,1,7.7333
1,1,male,80.0,S,Mr,A,1,1,30.0
0,3,male,51.0,S,Mr,U,1,1,7.0542
1,1,male,32.0,C,Rare,B,1,1,30.5
0,1,male,40.0,S,Mr,U,1,1,8.6625
0,3,female,9.0,S,Miss,U,6,0,4.6499999999999995
0,2,male,31.0,S,Mr,U,3,0,8.75
0,3,female,41.0,S,Mrs,U,6,0,6.614583333333333
0,3,male,26.0,S,Mr,U,2,0,8.05
1,1,female,24.0,C,Miss,B,1,1,69.3
0,3,female,2.0,S,Miss,U,6,0,4.6499999999999995
1,1,male,48.0,C,Mr,D,2,0,38.3646
1,1,male,56.0,C,Rare,A,1,1,35.5
0,3,male,26.0,S,Mr,U,1,1,7.55
1,3,female,23.0,S,Miss,U,1,1,7.55
1,2,female,18.0,S,Miss,U,2,0,11.5
0,3,male,21.0,S,Mr,U,1,1,8.4333
1,3,female,18.0,Q,Miss,U,1,1,7.8292
0,3,female,18.0,Q,Miss,U,1,1,6.75
0,2,male,24.0,S,Mr,U,3,0,24.5
0,3,female,32.0,Q,Mrs,U,3,0,5.166666666666667
0,2,male,23.0,S,Mr,U,1,1,13.0
0,1,male,58.0,C,Mr,D,3,0,37.75833333333333
1,1,male,50.0,S,Rare,U,3,0,44.550000000000004
0,3,male,40.0,C,Mr,U,1,1,7.225
0,1,male,47.0,S,Mr,E,1,1,25.5875
0,3,male,36.0,S,Mr,U,1,1,7.4958
1,3,male,20.0,S,Mr,U,2,0,3.9625
0,2,male,32.0,S,Mr,U,3,0,24.5
0,3,male,43.0,S,Mr,U,1,1,8.05
1,1,female,40.0,S,Mrs,C,2,0,26.0
1,2,female,40.0,S,Mrs,U,3,0,13.0
0,1,male,31.0,S,Mr,B,2,0,26.0
0,2,male,70.0,S,Mr,U,1,1,10.5
0,3,male,18.0,S,Mr,U,1,1,7.775
0,3,male,24.5,S,Mr,U,1,1,8.05
1,3,female,18.0,S,Miss,U,1,1,9.8417
0,3,female,43.0,S,Mrs,U,8,0,5.8625
1,1,male,36.0,C,Mr,B,2,0,256.1646
0,3,female,18.0,Q,Miss,U,1,1,8.1375
1,1,male,27.0,C,Mr,D,1,1,76.7292
0,3,male,20.0,S,Mr,U,1,1,9.225
0,3,male,14.0,S,Mr,U,8,0,5.8625
0,2,male,60.0,S,Mr,U,3,0,13.0
0,2,male,25.0,C,Mr,U,4,0,10.3948
0,3,male,14.0,S,Mr,U,6,0,6.614583333333333
0,3,male,19.0,S,Mr,U,1,1,10.1708
0,3,male,18.0,S,Mr,U,1,1,7.7958
1,1,female,15.0,S,Miss,B,2,0,105.66875
1,1,male,31.0,S,Mr,B,2,0,28.5
1,3,female,4.0,C,Miss,U,2,0,6.70835
0,3,male,25.0,C,Mr,U,1,1,7.225
0,1,male,60.0,S,Rare,U,1,1,26.55
0,2,male,52.0,S,Mr,U,1,1,13.5
1,3,female,18.0,Q,Miss,U,1,1,7.7333
0,1,male,49.0,C,Mr,C,3,0,36.9611
0,3,male,42.0,S,Mr,F,1,1,7.65
1,1,female,18.0,C,Mrs,C,2,0,113.7625
1,1,male,35.0,S,Mr,E,1,1,26.2875
0,3,male,25.0,Q,Mr,U,1,1,7.7417
0,3,male,26.0,S,Mr,U,2,0,3.9271
0,2,male,39.0,S,Mr,U,1,1,26.0
1,2,female,45.0,S,Mrs,U,1,1,13.5
1,1,male,42.0,S,Mr,E,1,1,26.2875
1,1,female,22.0,S,Miss,U,1,1,151.55
1,1,female,24.0,C,Miss,C,1,1,49.5042
0,1,male,40.0,S,Mr,C,1,1,26.55
1,1,male,48.0,S,Mr,C,2,0,26.0
0,3,male,29.0,S,Mr,U,1,1,9.4833
0,2,male,52.0,S,Mr,U,1,1,13.0
0,3,male,19.0,S,Mr,F,1,1,7.65
1,1,female,38.0,C,Miss,C,1,1,227.525
1,2,female,27.0,S,Miss,E,1,1,10.5
0,3,male,26.0,Q,Mr,U,1,1,15.5
0,3,male,33.0,S,Mr,U,1,1,7.775
1,2,female,6.0,S,Miss,U,2,0,16.5
0,3,male,17.0,S,Mr,U,2,0,3.5271
0,2,male,34.0,S,Mr,U,1,1,13.0
0,2,male,50.0,S,Mr,U,1,1,13.0
1,1,male,27.0,S,Mr,E,2,0,26.55
0,3,male,20.0,S,Mr,U,1,1,8.6625
1,2,female,30.0,S,Mrs,U,4,0,5.25
1,3,female,18.0,Q,Miss,U,1,1,7.7375
0,2,male,25.0,S,Mr,U,2,0,13.0
0,3,female,25.0,S,Miss,U,2,0,3.9625
1,1,female,29.0,S,Miss,B,1,1,211.3375
0,3,male,11.0,C,Mr,U,1,1,18.7875
0,3,male,28.5,S,Mr,U,1,1,16.1
0,3,female,48.0,S,Mrs,U,5,0,6.875
1,1,male,35.0,C,Mr,B,1,1,512.3292
1,1,male,40.0,S,Mr,D,1,1,30.0
0,1,male,36.0,S,Mr,C,2,0,39.425
1,1,female,21.0,C,Miss,B,5,0,52.475
0,3,male,24.0,S,Mr,U,2,0,8.05
1,3,male,31.0,S,Mr,U,1,1,7.925
0,1,male,70.0,S,Rare,B,3,0,23.666666666666668
0,3,male,16.0,S,Mr,U,3,0,6.75
1,2,female,30.0,S,Miss,U,1,1,13.0
0,1,male,19.0,S,Mr,D,2,0,26.55
0,3,male,31.0,Q,Mr,U,1,1,7.75
1,2,female,4.0,S,Miss,U,3,0,7.666666666666667
1,3,male,6.0,S,Master,E,2,0,6.2375
0,3,male,33.0,S,Mr,U,1,1,9.5
0,3,male,23.0,S,Mr,U,1,1,7.8958
1,2,female,48.0,S,Mrs,U,4,0,16.25
1,2,male,0.7,S,Master,U,3,0,4.833333333333333
0,3,male,28.0,S,Mr,U,1,1,7.7958
1,1,female,33.0,S,Rare,B,1,1,86.5
0,3,male,41.0,S,Mr,U,1,1,7.125
1,3,male,20.0,C,Mr,U,1,1,7.2292
1,1,female,36.0,S,Mrs,B,4,0,30.0
0,3,male,16.0,S,Mr,U,1,1,7.775
1,1,female,51.0,S,Mrs,D,2,0,38.97915
0,1,male,48.5,C,Rare,U,1,1,39.6
0,3,female,30.5,Q,Miss,U,1,1,7.75
0,3,male,26.0,Q,Mr,U,2,0,12.075
0,3,male,32.0,S,Mr,U,1,1,8.3625
0,3,male,24.0,S,Mr,U,1,1,9.5
0,3,male,48.0,S,Mr,U,1,1,7.8542
0,2,female,57.0,S,Mrs,E,1,1,10.5
1,2,female,54.0,S,Mrs,U,5,0,4.6
0,3,male,18.0,S,Mr,U,1,1,7.75
0,3,male,26.0,Q,Mr,F,1,1,7.75
1,3,female,5.0,S,Miss,U,1,1,12.475
0,3,male,26.0,Q,Mr,U,1,1,7.7375
1,1,female,43.0,S,Mrs,B,2,0,105.66875
1,3,female,13.0,C,Miss,U,1,1,7.2292
1,1,female,17.0,S,Mrs,B,2,0,28.5
0,1,male,29.0,S,Mr,D,1,1,30.0
0,3,male,26.0,S,Mr,U,4,0,5.8625
0,3,male,25.0,S,Mr,U,1,1,7.05
0,3,male,25.0,S,Mr,U,1,1,7.25
1,3,female,18.0,S,Miss,U,1,1,7.4958
0,3,male,8.0,Q,Master,U,6,0,4.854166666666667
1,3,male,1.0,S,Master,U,4,0,5.14375
0,1,male,46.0,C,Mr,B,1,1,79.2
0,2,male,16.0,S,Mr,U,1,1,26.0
0,1,male,40.0,C,Mr,U,1,1,30.6958
0,3,male,25.0,S,Mr,U,1,1,7.8958
0,2,male,39.0,S,Mr,U,1,1,13.0
1,1,female,49.0,S,Rare,D,1,1,25.9292
1,3,female,31.0,S,Mrs,U,1,1,8.6833
0,3,male,30.0,C,Mr,U,1,1,7.2292
0,3,female,30.0,S,Mrs,U,3,0,8.049999999999999
1,2,female,31.0,S,Mrs,U,3,0,8.75
1,1,male,11.0,S,Master,B,4,0,30.0
1,3,male,0.4,C,Master,U,2,0,4.25835
1,3,male,27.0,S,Mr,U,1,1,6.975
0,3,male,31.0,S,Mr,U,1,1,7.775
0,1,male,39.0,S,Mr,A,1,1,8.6625
0,3,female,18.0,S,Miss,U,1,1,7.775
1,1,female,33.0,S,Mrs,E,2,0,26.55
0,3,male,26.0,S,Mr,U,1,1,7.8875
0,3,male,39.0,S,Mr,U,1,1,24.15
0,2,male,35.0,S,Mr,U,1,1,10.5
0,3,female,6.0,S,Miss,U,7,0,4.4678571428571425
0,3,male,30.5,S,Mr,U,1,1,8.05
0,3,female,23.0,S,Miss,U,1,1,7.925
0,2,male,31.0,C,Mr,U,3,0,12.334733333333332
0,3,male,43.0,S,Mr,U,1,1,6.45
0,3,male,10.0,S,Master,U,6,0,4.6499999999999995
1,1,female,52.0,S,Mrs,B,3,0,31.166666666666668
1,3,male,27.0,S,Mr,U,1,1,8.6625
0,1,male,38.0,S,Rare,U,1,1,8.6625
1,3,female,27.0,S,Mrs,E,2,0,6.2375
0,3,male,2.0,S,Master,U,6,0,6.614583333333333
0,3,male,26.0,Q,Mr,U,1,1,6.95
0,3,male,26.0,S,Mr,U,1,1,56.4958
1,2,male,1.0,C,Master,U,3,0,12.334733333333332
1,3,male,26.0,Q,Mr,U,1,1,7.75
1,1,female,62.0,S,Mrs,B,1,1,80.0
1,3,female,15.0,C,Mrs,U,2,0,7.2271
1,2,male,0.8,S,Master,U,3,0,6.25
0,3,male,23.0,S,Mr,U,1,1,7.8542
0,3,male,18.0,S,Mr,U,1,1,8.3
1,1,female,39.0,C,Miss,E,3,0,27.71943333333333
0,3,male,21.0,S,Mr,U,1,1,8.6625
1,1,male,40.0,C,Mr,C,1,1,29.7
0,3,male,20.0,S,Mr,U,1,1,7.925
0,2,male,16.0,S,Mr,U,1,1,10.5
1,1,female,30.0,C,Miss,U,1,1,31.0
0,3,male,34.5,C,Mr,U,1,1,6.4375
0,3,male,42.0,S,Mr,U,1,1,7.55
0,3,male,35.0,C,Mr,U,1,1,7.8958
0,2,male,28.0,S,Rare,U,2,0,16.5
1,1,female,40.0,C,Mrs,C,2,0,44.5521
0,3,male,4.0,S,Master,U,7,0,4.4678571428571425
0,3,male,74.0,S,Mr,U,1,1,7.775
0,3,female,9.0,C,Miss,U,3,0,5.081933333333333
1,1,female,16.0,S,Miss,D,2,0,19.7
0,2,female,44.0,S,Mrs,U,2,0,13.0
1,3,female,18.0,S,Mrs,U,2,0,4.675
1,1,female,45.0,S,Mrs,U,3,0,54.95556666666667
1,1,male,51.0,S,Mr,E,1,1,26.55
1,3,female,24.0,C,Mrs,U,4,0,4.814575
0,3,male,41.0,S,Mr,U,3,0,4.702766666666666
0,2,male,21.0,S,Mr,U,2,0,5.75
1,1,female,48.0,S,Mrs,D,1,1,25.9292
0,2,male,24.0,S,Mr,U,1,1,13.0
1,2,female,42.0,S,Mrs,U,1,1,13.0
1,2,female,27.0,C,Miss,U,2,0,6.92915
0,1,male,31.0,S,Mr,A,1,1,50.4958
0,3,male,26.0,S,Mr,U,1,1,9.5
1,3,male,4.0,S,Master,U,3,0,3.7111
1,1,female,47.0,S,Mrs,D,3,0,17.518066666666666
0,1,male,33.0,S,Mr,B,1,1,5.0
0,3,male,47.0,S,Mr,U,1,1,9.0
1,2,female,28.0,C,Mrs,U,2,0,12.0
1,3,female,15.0,C,Miss,U,1,1,7.225
0,3,male,20.0,S,Mr,U,1,1,9.8458
1,1,female,56.0,C,Mrs,C,2,0,41.57915
1,2,female,25.0,S,Mrs,U,2,0,13.0
0,3,male,33.0,S,Mr,U,1,1,7.8958
0,3,female,22.0,S,Miss,U,1,1,10.5167
0,2,male,28.0,S,Mr,U,1,1,10.5
0,3,female,39.0,Q,Mrs,U,6,0,4.854166666666667
0,2,male,27.0,S,Rare,U,1,1,13.0
1,1,female,19.0,S,Miss,B,1,1,30.0
0,3,female,18.0,S,Miss,U,4,0,5.8625
1,1,male,26.0,C,Mr,C,1,1,30.0
0,3,male,32.0,Q,Mr,U,1,1,7.75
